trip_id,datetime,date,month,hour,neighborhood,car_type,trip_type,distance_km,fare_usd,driver_rating,completed
T00267,2024-01-02 15:47,2024-01-02,1,15,Midtown,SUV,airport,12.7,57.15,5,1
T00268,2024-05-16 22:14,2024-05-16,5,22,Aventura,SUV,long_distance,12.0,44.21,4,1
T00269,2024-03-31 02:25,2024-03-31,3,2,South Beach,Luxury,event,7.7,43.29,4,1
T00270,2024-01-20 10:36,2024-01-20,1,10,Midtown,Sedan,long_distance,21.2,53.98,5,1
T00271,2024-06-12 13:18,2024-06-12,6,13,Brickell,SUV,event,7.3,34.32,5,1
T00272,2024-03-24 05:51,2024-03-24,3,5,Doral,Sedan,event,1.8,18.82,5,1
T00273,2024-04-02 02:27,2024-04-02,4,2,Brickell,Sedan,airport,10.4,31.69,5,1
T00274,2024-04-12 16:05,2024-04-12,4,16,Midtown,Sedan,errand,38.6,34.31,5,1
T00275,2024-02-26 10:49,2024-02-26,2,10,Wynwood,SUV,nightlife,10.8,35.96,5,1
T00276,2024-01-30 16:32,2024-01-30,1,16,Coral Gables,Sedan,errand,4.4,26.18,4,1
T00277,2024-06-14 04:15,2024-06-14,6,4,Brickell,Sedan,airport,3.0,55.14,5,1
T00278,2024-02-14 19:09,2024-02-14,2,19,Brickell,Minivan,airport,2.2,34.29,4,0
T00279,2024-06-09 15:29,2024-06-09,6,15,Doral,Sedan,long_distance,10.2,37.3,4,1
T00280,2024-05-24 20:40,2024-05-24,5,20,Doral,Sedan,errand,1.7,44.13,4,1
T00281,2024-06-09 10:09,2024-06-09,6,10,Downtown,Minivan,nightlife,22.4,33.91,4,1
T00282,2024-06-10 09:50,2024-06-10,6,9,Coconut Grove,Sedan,long_distance,8.3,38.73,4,1
T00283,2024-05-09 02:19,2024-05-09,5,2,Downtown,SUV,event,1.6,39.02,4,1
T00284,2024-04-04 09:04,2024-04-04,4,9,Brickell,Sedan,long_distance,8.6,52.06,5,1
T00285,2024-04-08 14:37,2024-04-08,4,14,Aventura,SUV,wedding,4.1,39.11,4,1
T00286,2024-04-25 18:41,2024-04-25,4,18,Coral Gables,Minivan,errand,5.3,51.21,4,1
T00287,2024-05-08 04:03,2024-05-08,5,4,Downtown,SUV,nightlife,15.8,40.84,4,1
T00288,2024-03-28 22:05,2024-03-28,3,22,Aventura,Sedan,wedding,15.1,47.86,4,1
T00289,2024-03-04 22:28,2024-03-04,3,22,Downtown,Minivan,long_distance,2.2,32.68,5,1
T00290,2024-02-10 11:23,2024-02-10,2,11,Coconut Grove,Sedan,event,6.9,30.7,4,1
T00291,2024-03-27 21:38,2024-03-27,3,21,South Beach,Sedan,wedding,7.5,31.89,5,1
T00292,2024-01-17 10:06,2024-01-17,1,10,Aventura,Luxury,wedding,12.9,25.77,4,1
T00293,2024-03-05 23:54,2024-03-05,3,23,Doral,Sedan,airport,5.1,37.96,5,1
T00294,2024-05-29 21:09,2024-05-29,5,21,Little Havana,Sedan,errand,1.8,29.62,5,0
T00295,2024-06-27 21:25,2024-06-27,6,21,Wynwood,Sedan,long_distance,9.7,29.69,5,1
T00296,2024-01-22 09:35,2024-01-22,1,9,Midtown,Minivan,wedding,4.3,36.09,4,1
T00297,2024-02-02 21:44,2024-02-02,2,21,Aventura,Sedan,nightlife,10.4,22.86,5,1
T00298,2024-04-18 16:23,2024-04-18,4,16,South Beach,Luxury,errand,5.5,51.68,5,1
T00299,2024-02-24 10:49,2024-02-24,2,10,Downtown,Sedan,airport,10.4,31.65,4,1
T00300,2024-02-05 04:04,2024-02-05,2,4,Coconut Grove,Convertible,nightlife,2.9,37.52,5,1
T00301,2024-05-18 23:56,2024-05-18,5,23,Aventura,SUV,nightlife,17.6,53.39,4,1
T00302,2024-06-07 04:38,2024-06-07,6,4,Midtown,SUV,airport,5.7,18.09,4,1
T00303,2024-06-26 19:51,2024-06-26,6,19,Wynwood,SUV,wedding,16.7,30.59,5,1
T00304,2024-04-15 11:43,2024-04-15,4,11,Coral Gables,SUV,event,13.6,46.51,5,1
T00305,2024-04-24 07:34,2024-04-24,4,7,Coral Gables,Sedan,errand,17.6,31.31,4,0
T00306,2024-04-30 06:23,2024-04-30,4,6,Doral,SUV,event,8.7,50.74,5,1
T00307,2024-03-13 12:32,2024-03-13,3,12,Aventura,SUV,event,6.0,51.01,5,0
T00308,2024-02-21 19:08,2024-02-21,2,19,Coconut Grove,Sedan,nightlife,10.9,30.81,5,1
T00309,2024-04-05 17:59,2024-04-05,4,17,Brickell,Luxury,wedding,3.5,24.2,5,1
T00310,2024-02-01 09:05,2024-02-01,2,9,Wynwood,Sedan,errand,12.1,43.91,4,1
T00311,2024-05-11 04:53,2024-05-11,5,4,Midtown,Minivan,nightlife,4.7,14.62,4,0
T00312,2024-02-26 14:56,2024-02-26,2,14,Little Havana,Sedan,nightlife,3.9,39.73,5,1
T00313,2024-04-11 16:23,2024-04-11,4,16,Coral Gables,SUV,event,7.9,36.73,4,0
T00314,2024-04-05 07:01,2024-04-05,4,7,Little Havana,SUV,nightlife,28.4,29.56,5,1
T00315,2024-06-15 10:50,2024-06-15,6,10,Wynwood,SUV,airport,2.1,63.41,5,1
T00316,2024-04-30 22:53,2024-04-30,4,22,Wynwood,Sedan,wedding,21.4,30.43,4,1
T00317,2024-06-06 00:57,2024-06-06,6,0,Brickell,Luxury,nightlife,4.3,36.65,5,1
T00318,2024-02-08 17:46,2024-02-08,2,17,Doral,Minivan,long_distance,14.1,42.94,5,1
T00319,2024-03-14 07:19,2024-03-14,3,7,Brickell,Minivan,nightlife,4.3,53.93,5,1
T00320,2024-06-12 19:29,2024-06-12,6,19,Brickell,SUV,nightlife,8.7,26.35,5,1
T00321,2024-05-07 19:34,2024-05-07,5,19,South Beach,SUV,wedding,4.9,25.05,4,1
T00322,2024-03-02 22:09,2024-03-02,3,22,Coconut Grove,SUV,event,11.9,43.45,4,1
T00323,2024-03-31 07:36,2024-03-31,3,7,Midtown,Sedan,airport,11.5,43.32,4,1
T00324,2024-01-22 16:23,2024-01-22,1,16,Brickell,Sedan,long_distance,7.7,30.91,5,1
T00325,2024-05-09 17:01,2024-05-09,5,17,Midtown,Sedan,event,7.9,73.19,5,1
T00326,2024-04-09 11:16,2024-04-09,4,11,South Beach,Sedan,errand,3.7,20.93,4,1
T00327,2024-03-29 07:46,2024-03-29,3,7,Brickell,Sedan,long_distance,3.1,32.57,4,1
T00328,2024-03-26 04:02,2024-03-26,3,4,Little Havana,SUV,long_distance,18.0,43.3,4,1
T00329,2024-06-13 05:53,2024-06-13,6,5,Downtown,Sedan,wedding,5.6,52.18,5,1
T00330,2024-02-16 04:04,2024-02-16,2,4,Downtown,Sedan,nightlife,2.6,53.7,4,1
T00331,2024-01-12 06:56,2024-01-12,1,6,South Beach,SUV,errand,11.0,43.92,5,0
T00332,2024-05-11 12:52,2024-05-11,5,12,Aventura,Minivan,event,7.0,49.84,5,1
T00333,2024-06-14 06:18,2024-06-14,6,6,Little Havana,Sedan,nightlife,1.7,57.27,4,1
T00334,2024-03-25 08:07,2024-03-25,3,8,Little Havana,SUV,event,16.7,19.14,4,1
T00335,2024-04-22 12:21,2024-04-22,4,12,Wynwood,Convertible,event,2.4,37.12,5,1
T00336,2024-04-04 16:17,2024-04-04,4,16,Brickell,SUV,wedding,2.2,32.29,5,1
T00337,2024-04-20 19:52,2024-04-20,4,19,Wynwood,Sedan,long_distance,9.6,67.34,5,1
T00338,2024-01-27 02:20,2024-01-27,1,2,Coconut Grove,Sedan,errand,4.4,39.77,5,1
T00339,2024-04-19 05:44,2024-04-19,4,5,Downtown,Luxury,errand,8.5,42.87,4,1
T00340,2024-03-31 19:27,2024-03-31,3,19,Coconut Grove,SUV,wedding,6.5,56.39,5,0
T00341,2024-01-15 02:42,2024-01-15,1,2,Midtown,SUV,errand,5.1,28.96,4,1
T00342,2024-06-22 05:01,2024-06-22,6,5,Wynwood,Luxury,long_distance,11.2,38.13,5,1
T00343,2024-04-22 01:08,2024-04-22,4,1,Brickell,Sedan,airport,12.8,25.9,4,1
T00344,2024-04-03 11:24,2024-04-03,4,11,Doral,Minivan,nightlife,3.8,25.86,5,1
T00345,2024-06-22 14:23,2024-06-22,6,14,Little Havana,Convertible,event,5.3,28.25,4,1
T00346,2024-05-26 04:33,2024-05-26,5,4,Little Havana,SUV,event,2.9,34.07,4,1
T00347,2024-03-12 07:07,2024-03-12,3,7,South Beach,SUV,wedding,2.5,31.77,4,1
T00348,2024-05-12 12:58,2024-05-12,5,12,Aventura,Sedan,nightlife,10.1,51.52,5,1
T00349,2024-03-07 22:28,2024-03-07,3,22,Coral Gables,Sedan,long_distance,14.9,30.65,5,1
T00350,2024-05-05 06:07,2024-05-05,5,6,Wynwood,Convertible,nightlife,2.8,46.13,5,1
T00351,2024-04-23 02:51,2024-04-23,4,2,Little Havana,SUV,wedding,5.6,33.49,4,1
T00352,2024-01-17 17:34,2024-01-17,1,17,Coconut Grove,Sedan,errand,2.9,35.66,4,1
T00353,2024-06-28 20:11,2024-06-28,6,20,Little Havana,Sedan,long_distance,7.9,48.12,5,1
T00354,2024-02-21 04:15,2024-02-21,2,4,Downtown,SUV,nightlife,4.9,43.06,5,1
T00355,2024-05-26 11:29,2024-05-26,5,11,Aventura,Sedan,airport,8.2,56.69,4,1
T00356,2024-01-23 02:19,2024-01-23,1,2,Midtown,Sedan,wedding,2.7,49.65,4,1
T00357,2024-05-14 13:49,2024-05-14,5,13,Midtown,SUV,long_distance,2.2,26.21,5,1
T00358,2024-03-22 20:04,2024-03-22,3,20,Downtown,Sedan,event,6.7,43.81,5,1
T00359,2024-03-29 04:56,2024-03-29,3,4,Aventura,Luxury,wedding,4.1,45.2,5,1
T00360,2024-02-03 13:32,2024-02-03,2,13,South Beach,Sedan,nightlife,5.7,30.24,5,1
T00361,2024-03-18 05:10,2024-03-18,3,5,Little Havana,Minivan,wedding,10.4,46.38,5,1
T00362,2024-05-12 09:54,2024-05-12,5,9,Brickell,Convertible,errand,1.7,39.0,4,1
T00363,2024-05-21 08:08,2024-05-21,5,8,Coconut Grove,Sedan,long_distance,6.1,50.13,4,1
T00364,2024-05-08 20:10,2024-05-08,5,20,Doral,Sedan,long_distance,8.8,58.35,4,1
T00365,2024-06-17 19:46,2024-06-17,6,19,Doral,Sedan,errand,6.2,49.69,5,1
T00366,2024-05-24 01:52,2024-05-24,5,1,South Beach,Sedan,nightlife,14.4,54.5,5,1
T00367,2024-06-13 18:16,2024-06-13,6,18,Coral Gables,SUV,long_distance,13.8,42.56,4,1
T00368,2024-06-12 00:31,2024-06-12,6,0,Aventura,Convertible,errand,7.7,60.96,4,1
T00369,2024-03-18 15:15,2024-03-18,3,15,Midtown,SUV,errand,8.3,46.06,5,1
T00370,2024-06-25 01:10,2024-06-25,6,1,Downtown,SUV,event,3.6,46.65,4,1
T00371,2024-02-22 10:38,2024-02-22,2,10,Wynwood,SUV,errand,2.9,42.82,4,1
T00372,2024-03-22 23:55,2024-03-22,3,23,Little Havana,Sedan,event,1.9,33.42,5,1
T00373,2024-04-04 16:35,2024-04-04,4,16,Brickell,SUV,errand,5.4,10.02,4,1
T00374,2024-02-01 08:28,2024-02-01,2,8,Coral Gables,SUV,airport,2.0,42.27,5,1
T00375,2024-03-15 12:55,2024-03-15,3,12,Doral,SUV,event,18.3,31.19,5,1
T00376,2024-02-10 10:59,2024-02-10,2,10,Doral,Sedan,wedding,2.3,40.83,5,1
T00377,2024-02-10 15:32,2024-02-10,2,15,Downtown,Sedan,event,24.8,47.16,4,1
T00378,2024-05-07 00:05,2024-05-07,5,0,Midtown,Sedan,long_distance,3.0,49.85,4,1
T00379,2024-03-02 06:37,2024-03-02,3,6,Little Havana,Sedan,nightlife,38.0,41.44,5,1
T00380,2024-05-06 19:56,2024-05-06,5,19,Downtown,Sedan,errand,5.4,41.57,4,1
T00381,2024-01-28 13:08,2024-01-28,1,13,Coconut Grove,Sedan,wedding,10.4,41.22,4,1
T00382,2024-04-13 11:02,2024-04-13,4,11,Midtown,SUV,nightlife,5.8,61.24,5,1
T00383,2024-02-19 11:35,2024-02-19,2,11,Coconut Grove,Luxury,nightlife,4.5,46.09,4,1
T00384,2024-04-25 17:17,2024-04-25,4,17,Doral,Sedan,wedding,3.1,33.21,5,1
T00385,2024-02-02 03:25,2024-02-02,2,3,Little Havana,SUV,errand,6.7,52.48,4,1
T00386,2024-04-03 04:12,2024-04-03,4,4,Doral,Luxury,long_distance,40.7,24.25,5,1
T00387,2024-01-11 01:02,2024-01-11,1,1,Wynwood,Luxury,wedding,3.5,35.82,4,1
T00388,2024-05-01 16:29,2024-05-01,5,16,Wynwood,Convertible,long_distance,3.1,19.57,4,1
T00389,2024-02-05 10:59,2024-02-05,2,10,Doral,Luxury,errand,5.9,52.93,5,1
T00390,2024-06-06 23:53,2024-06-06,6,23,Coconut Grove,Luxury,long_distance,17.6,43.4,5,1
T00391,2024-05-10 17:31,2024-05-10,5,17,Doral,Sedan,errand,5.8,35.61,4,1
T00392,2024-01-05 11:21,2024-01-05,1,11,Brickell,SUV,event,46.8,53.25,5,1
T00393,2024-06-25 20:01,2024-06-25,6,20,Doral,Sedan,event,2.6,30.06,5,1
T00394,2024-06-16 18:36,2024-06-16,6,18,Coral Gables,SUV,wedding,5.8,25.98,5,1
T00395,2024-05-02 05:33,2024-05-02,5,5,Doral,SUV,event,2.9,19.21,5,1
T00396,2024-06-23 07:02,2024-06-23,6,7,Doral,SUV,wedding,3.4,23.7,5,1
T00397,2024-01-05 14:20,2024-01-05,1,14,Midtown,SUV,airport,3.9,32.51,5,1
T00398,2024-02-22 13:32,2024-02-22,2,13,Doral,Luxury,event,12.1,61.34,4,1
T00399,2024-01-16 22:08,2024-01-16,1,22,Aventura,Sedan,airport,3.9,69.3,5,1
T00400,2024-06-18 15:33,2024-06-18,6,15,Midtown,SUV,errand,4.2,22.31,4,0
T00401,2024-04-27 17:21,2024-04-27,4,17,Aventura,Sedan,errand,12.1,37.27,5,1
T00402,2024-06-23 20:51,2024-06-23,6,20,Coconut Grove,Minivan,long_distance,3.0,35.68,4,1
T00403,2024-03-04 08:35,2024-03-04,3,8,Coconut Grove,SUV,airport,7.9,39.26,5,0
T00404,2024-03-17 09:45,2024-03-17,3,9,Coral Gables,Minivan,wedding,3.2,9.87,5,1
T00405,2024-03-22 15:22,2024-03-22,3,15,Aventura,SUV,wedding,14.8,42.22,5,1
T00406,2024-02-01 18:43,2024-02-01,2,18,Aventura,Minivan,event,8.3,34.74,4,1
T00407,2024-04-11 11:49,2024-04-11,4,11,Wynwood,Sedan,errand,3.8,30.52,5,1
T00408,2024-01-21 11:59,2024-01-21,1,11,Downtown,SUV,wedding,5.9,17.98,4,1
T00409,2024-05-02 06:12,2024-05-02,5,6,Aventura,Sedan,errand,3.0,42.4,4,0
T00410,2024-06-27 08:08,2024-06-27,6,8,Brickell,Sedan,long_distance,5.6,41.13,5,1
T00411,2024-03-02 07:03,2024-03-02,3,7,Aventura,Luxury,airport,23.1,54.19,4,1
T00412,2024-01-14 03:26,2024-01-14,1,3,Little Havana,SUV,wedding,10.2,51.99,5,1
T00413,2024-06-23 04:00,2024-06-23,6,4,Aventura,Convertible,airport,11.7,42.39,5,1
T00414,2024-05-01 15:41,2024-05-01,5,15,Coral Gables,Sedan,errand,3.6,35.63,4,1
T00415,2024-06-14 01:58,2024-06-14,6,1,Brickell,Sedan,wedding,2.7,45.41,5,1
T00416,2024-05-16 23:46,2024-05-16,5,23,South Beach,SUV,airport,3.7,53.81,5,1
T00417,2024-02-15 01:53,2024-02-15,2,1,Midtown,Sedan,event,5.7,49.43,5,1
T00418,2024-03-15 01:00,2024-03-15,3,1,Coconut Grove,Sedan,long_distance,13.7,42.25,5,1
T00419,2024-03-26 09:29,2024-03-26,3,9,Aventura,Convertible,long_distance,5.5,52.65,5,1
T00420,2024-02-04 16:29,2024-02-04,2,16,Coconut Grove,Luxury,airport,8.3,30.14,5,1
T00421,2024-03-25 05:46,2024-03-25,3,5,Downtown,Sedan,wedding,6.0,22.47,5,1
T00422,2024-02-17 00:47,2024-02-17,2,0,Little Havana,Sedan,errand,5.7,49.17,4,1
T00423,2024-02-19 05:39,2024-02-19,2,5,Midtown,Luxury,event,20.7,32.34,5,1
T00424,2024-01-23 12:42,2024-01-23,1,12,Brickell,Minivan,airport,16.5,31.69,4,0
T00425,2024-05-02 10:59,2024-05-02,5,10,Coral Gables,Sedan,nightlife,6.8,26.12,4,1
T00426,2024-03-01 14:48,2024-03-01,3,14,Coconut Grove,Sedan,errand,14.7,34.55,4,1
T00427,2024-05-26 00:16,2024-05-26,5,0,Little Havana,Minivan,wedding,17.1,48.61,4,1
T00428,2024-06-19 03:29,2024-06-19,6,3,Coconut Grove,SUV,airport,24.7,45.08,4,1
T00429,2024-05-08 22:49,2024-05-08,5,22,Coconut Grove,SUV,wedding,9.8,54.76,4,1
T00430,2024-03-16 11:39,2024-03-16,3,11,Coral Gables,Sedan,airport,14.5,40.35,4,0
T00431,2024-05-02 04:29,2024-05-02,5,4,Doral,SUV,errand,12.6,44.09,5,1
T00432,2024-05-20 15:48,2024-05-20,5,15,Aventura,Sedan,wedding,11.3,34.88,5,1
T00433,2024-03-04 21:48,2024-03-04,3,21,Doral,Sedan,nightlife,18.0,53.81,4,1
T00434,2024-05-15 22:23,2024-05-15,5,22,Brickell,Luxury,long_distance,5.4,61.68,5,1
T00435,2024-05-20 16:12,2024-05-20,5,16,Doral,SUV,long_distance,3.2,35.99,5,1
T00436,2024-03-24 16:28,2024-03-24,3,16,Brickell,SUV,wedding,6.4,61.68,5,1
T00437,2024-05-29 15:05,2024-05-29,5,15,Aventura,Luxury,event,2.4,44.53,5,1
T00438,2024-04-26 04:32,2024-04-26,4,4,Midtown,SUV,event,5.1,51.25,5,1
T00439,2024-05-23 14:43,2024-05-23,5,14,Coconut Grove,Sedan,wedding,5.7,47.3,5,1
T00440,2024-03-06 00:47,2024-03-06,3,0,Coral Gables,SUV,long_distance,4.0,42.25,5,1
T00441,2024-04-18 11:44,2024-04-18,4,11,Brickell,Sedan,long_distance,2.7,31.24,5,0
T00442,2024-01-18 15:02,2024-01-18,1,15,Coconut Grove,Convertible,event,5.2,36.83,4,1
T00443,2024-02-04 20:46,2024-02-04,2,20,Midtown,SUV,errand,6.1,24.96,5,0
T00444,2024-04-07 14:55,2024-04-07,4,14,Midtown,SUV,event,2.7,52.57,5,1
T00445,2024-06-18 17:08,2024-06-18,6,17,Little Havana,SUV,nightlife,5.8,33.26,5,1
T00446,2024-05-17 12:33,2024-05-17,5,12,Wynwood,Sedan,wedding,15.2,35.42,4,0
T00447,2024-01-01 00:19,2024-01-01,1,0,Downtown,SUV,wedding,3.9,61.93,5,1
T00448,2024-04-18 17:24,2024-04-18,4,17,Coral Gables,Sedan,airport,8.8,59.81,4,1
T00449,2024-02-09 08:12,2024-02-09,2,8,Brickell,Minivan,nightlife,4.9,40.25,4,1
T00450,2024-04-17 19:49,2024-04-17,4,19,South Beach,Sedan,airport,21.2,35.1,5,1
T00451,2024-01-26 19:02,2024-01-26,1,19,Downtown,Sedan,long_distance,2.5,48.15,5,1
T00452,2024-01-13 07:47,2024-01-13,1,7,South Beach,Minivan,event,6.0,36.54,5,1
T00453,2024-05-18 06:48,2024-05-18,5,6,South Beach,Sedan,airport,5.3,27.5,5,1
T00454,2024-03-15 07:52,2024-03-15,3,7,Doral,Sedan,errand,1.8,49.69,4,1
T00455,2024-06-21 10:15,2024-06-21,6,10,Coconut Grove,Luxury,airport,4.8,34.55,5,0
T00456,2024-05-13 07:26,2024-05-13,5,7,Coconut Grove,SUV,errand,17.3,32.74,4,1
T00457,2024-05-31 23:58,2024-05-31,5,23,Wynwood,Convertible,wedding,6.8,58.05,5,1
T00458,2024-05-22 15:03,2024-05-22,5,15,Little Havana,Convertible,wedding,17.1,20.49,5,1
T00459,2024-05-14 10:44,2024-05-14,5,10,Midtown,Sedan,event,1.6,33.25,4,1
T00460,2024-04-06 05:48,2024-04-06,4,5,Aventura,Luxury,event,4.8,33.79,4,1
T00461,2024-02-27 09:54,2024-02-27,2,9,Wynwood,Sedan,event,2.1,30.52,5,1
T00462,2024-05-23 13:26,2024-05-23,5,13,Aventura,Sedan,long_distance,5.8,24.09,5,1
T00463,2024-03-03 08:13,2024-03-03,3,8,Little Havana,Minivan,wedding,6.9,36.38,4,1
T00464,2024-04-25 11:05,2024-04-25,4,11,Aventura,Convertible,wedding,2.0,36.26,4,1
T00465,2024-01-14 08:24,2024-01-14,1,8,Doral,Sedan,long_distance,2.9,27.3,4,1
T00466,2024-01-19 06:51,2024-01-19,1,6,Doral,SUV,wedding,2.6,43.46,5,1
T00467,2024-02-25 15:13,2024-02-25,2,15,Little Havana,SUV,errand,2.1,34.39,4,0
T00468,2024-01-04 06:59,2024-01-04,1,6,Coral Gables,Minivan,wedding,1.6,42.64,5,1
T00469,2024-05-02 07:44,2024-05-02,5,7,Doral,Minivan,wedding,20.7,40.82,4,1
T00470,2024-03-02 17:20,2024-03-02,3,17,Coconut Grove,Sedan,event,5.3,29.31,5,1
T00471,2024-06-15 11:19,2024-06-15,6,11,Coconut Grove,Sedan,errand,10.9,13.2,4,1
T00472,2024-05-07 14:06,2024-05-07,5,14,Downtown,SUV,errand,14.2,29.22,5,1
T00473,2024-04-04 10:26,2024-04-04,4,10,South Beach,Sedan,long_distance,7.8,55.61,4,1
T00474,2024-02-07 00:16,2024-02-07,2,0,Aventura,SUV,long_distance,1.8,31.09,4,1
T00475,2024-04-16 09:09,2024-04-16,4,9,Coral Gables,Sedan,errand,3.1,44.95,5,1
T00476,2024-05-25 07:31,2024-05-25,5,7,Aventura,Sedan,wedding,13.0,38.39,5,0
T00477,2024-03-27 08:48,2024-03-27,3,8,Downtown,Sedan,wedding,9.4,33.21,4,1
T00478,2024-05-05 14:10,2024-05-05,5,14,Little Havana,Minivan,airport,21.5,36.03,5,1
T00479,2024-05-19 15:11,2024-05-19,5,15,Aventura,Luxury,wedding,2.1,50.34,4,0
T00480,2024-05-14 01:53,2024-05-14,5,1,Brickell,SUV,wedding,5.0,26.7,5,1
T00481,2024-01-02 13:08,2024-01-02,1,13,Coral Gables,Luxury,nightlife,5.4,26.99,4,1
T00482,2024-01-03 06:32,2024-01-03,1,6,Downtown,Sedan,errand,4.4,35.95,5,1
T00483,2024-06-12 21:59,2024-06-12,6,21,Doral,SUV,event,5.1,60.09,4,1
T00484,2024-01-05 00:34,2024-01-05,1,0,Aventura,SUV,event,14.4,46.4,4,1
T00485,2024-05-15 23:17,2024-05-15,5,23,Aventura,SUV,errand,1.7,49.61,4,1
T00486,2024-06-27 21:27,2024-06-27,6,21,Wynwood,Sedan,nightlife,9.0,53.76,4,1
T00487,2024-05-14 04:15,2024-05-14,5,4,Coral Gables,Sedan,long_distance,2.8,23.4,4,1
T00488,2024-03-31 08:50,2024-03-31,3,8,Midtown,Minivan,nightlife,1.5,36.83,4,1
T00489,2024-04-13 14:36,2024-04-13,4,14,Coral Gables,Sedan,wedding,22.3,39.45,5,1
T00490,2024-06-24 02:41,2024-06-24,6,2,South Beach,SUV,nightlife,18.8,30.31,5,1
T00491,2024-04-06 17:30,2024-04-06,4,17,South Beach,Sedan,wedding,3.0,68.97,4,1
T00492,2024-02-13 02:31,2024-02-13,2,2,Midtown,Sedan,wedding,12.9,47.15,5,1
T00493,2024-05-24 03:57,2024-05-24,5,3,Aventura,Luxury,nightlife,8.8,38.37,4,1
T00494,2024-06-26 18:30,2024-06-26,6,18,Coconut Grove,Sedan,nightlife,12.4,19.96,4,1
T00495,2024-06-24 08:57,2024-06-24,6,8,Aventura,Sedan,long_distance,27.6,49.44,4,1
T00496,2024-02-15 10:01,2024-02-15,2,10,Coral Gables,Sedan,long_distance,20.7,8.0,5,1
T00497,2024-04-11 02:19,2024-04-11,4,2,Wynwood,Luxury,long_distance,4.8,44.78,5,1
T00498,2024-04-09 21:57,2024-04-09,4,21,Aventura,Sedan,errand,14.1,37.37,5,1
T00499,2024-02-05 22:46,2024-02-05,2,22,Brickell,Luxury,long_distance,14.6,46.86,4,1
T00500,2024-03-29 01:06,2024-03-29,3,1,Midtown,Sedan,airport,5.6,53.12,4,1
T00501,2024-03-28 19:49,2024-03-28,3,19,Doral,Luxury,long_distance,5.0,63.28,4,1
T00502,2024-03-24 00:40,2024-03-24,3,0,Coconut Grove,Luxury,event,7.8,45.85,4,1
T00503,2024-04-01 17:24,2024-04-01,4,17,Midtown,Luxury,airport,6.8,28.83,4,1
T00504,2024-06-18 12:05,2024-06-18,6,12,Doral,Minivan,errand,7.5,8.94,4,1
T00505,2024-01-19 02:17,2024-01-19,1,2,Wynwood,SUV,event,2.6,50.18,5,1
T00506,2024-06-11 04:47,2024-06-11,6,4,Midtown,Luxury,errand,7.9,25.75,5,1
T00507,2024-01-24 00:19,2024-01-24,1,0,Downtown,SUV,errand,12.0,31.35,4,1
T00508,2024-01-27 04:05,2024-01-27,1,4,Wynwood,SUV,event,2.1,50.37,5,1
T00509,2024-05-22 16:26,2024-05-22,5,16,Brickell,SUV,nightlife,5.5,33.4,5,1
T00510,2024-05-21 02:38,2024-05-21,5,2,Doral,Sedan,errand,17.8,38.95,5,1
T00511,2024-01-04 09:26,2024-01-04,1,9,Midtown,Luxury,nightlife,3.1,38.27,4,1
T00512,2024-05-23 07:36,2024-05-23,5,7,Aventura,Luxury,airport,7.6,36.98,4,1
T00513,2024-02-13 04:17,2024-02-13,2,4,Coconut Grove,Sedan,errand,1.8,46.25,5,1
T00514,2024-01-17 05:27,2024-01-17,1,5,Coconut Grove,Minivan,event,10.3,17.48,5,1
T00515,2024-01-20 11:16,2024-01-20,1,11,Coral Gables,Luxury,wedding,22.8,38.99,4,1
T00516,2024-06-01 19:12,2024-06-01,6,19,Downtown,Sedan,nightlife,11.9,42.32,4,1
T00517,2024-01-02 12:21,2024-01-02,1,12,Doral,SUV,event,8.1,31.54,4,1
T00518,2024-03-25 14:21,2024-03-25,3,14,Midtown,Sedan,wedding,9.2,44.16,5,0
T00519,2024-02-04 09:20,2024-02-04,2,9,Doral,SUV,wedding,3.2,41.49,5,1
T00520,2024-03-21 05:25,2024-03-21,3,5,Little Havana,SUV,errand,6.9,58.1,4,1
T00521,2024-06-11 15:36,2024-06-11,6,15,Coral Gables,SUV,errand,3.3,44.27,4,1
T00522,2024-04-10 11:07,2024-04-10,4,11,Doral,Sedan,airport,6.1,46.08,4,1
T00523,2024-05-19 05:43,2024-05-19,5,5,Aventura,Sedan,nightlife,8.0,63.19,5,0
T00524,2024-04-28 22:13,2024-04-28,4,22,Downtown,Minivan,errand,7.1,37.66,5,1
T00525,2024-01-18 13:43,2024-01-18,1,13,Downtown,Sedan,airport,6.7,29.69,5,1
T00526,2024-03-02 08:42,2024-03-02,3,8,Wynwood,Sedan,wedding,7.9,37.21,4,1
T00527,2024-04-06 02:28,2024-04-06,4,2,Doral,Sedan,event,30.2,60.46,5,1
T00528,2024-05-16 16:59,2024-05-16,5,16,Midtown,Sedan,long_distance,6.8,44.53,4,1
T00529,2024-04-02 22:57,2024-04-02,4,22,Aventura,Sedan,long_distance,16.0,38.48,4,1
T00530,2024-01-22 03:49,2024-01-22,1,3,Coral Gables,SUV,wedding,13.2,32.68,5,1
T00531,2024-02-12 20:39,2024-02-12,2,20,South Beach,Sedan,long_distance,1.8,31.91,5,0
T00532,2024-06-22 20:25,2024-06-22,6,20,Little Havana,Sedan,event,5.9,37.45,4,1
T00533,2024-01-26 08:14,2024-01-26,1,8,Aventura,SUV,wedding,8.3,33.38,4,1
T00534,2024-05-28 22:36,2024-05-28,5,22,Coral Gables,Sedan,event,5.2,26.53,5,1
