trip_id,datetime,hour,day_of_week,month,is_weekend,is_night,is_rush_hour,distance_km,pickup_neighborhood,dropoff_neighborhood,weather,weather_encoded,driver_supply_ratio,event_demand_multiplier,active_drivers,pending_requests,price_usd,demand_supply_ratio
TR00192,2023-05-24 01:44:00,1,2,5,0,1,0,22.44,Downtown,Downtown,sunny,0,0.86,1.0,68,35,73.71,0.51
TR00193,2023-07-05 03:43:00,3,2,7,0,1,0,3.87,Little Havana,Aventura,sunny,0,0.88,1.0,70,120,18.85,1.69
TR00194,2023-11-27 11:03:00,11,0,11,0,0,0,4.05,Brickell,Downtown,sunny,0,0.72,1.0,57,16,22.23,0.28
TR00195,2023-12-06 06:41:00,6,2,12,0,0,0,7.46,Little Havana,Coral Gables,cloudy,1,0.87,1.5,69,21,32.61,0.3
TR00196,2023-10-17 06:04:00,6,1,10,0,0,0,7.89,Doral,Coral Gables,sunny,0,0.71,1.0,56,109,28.25,1.91
TR00197,2023-04-30 10:49:00,10,6,4,1,0,0,18.75,Doral,South Beach,sunny,0,0.92,1.6,73,40,58.33,0.54
TR00198,2023-03-16 04:34:00,4,3,3,0,1,0,3.66,South Beach,Wynwood,cloudy,1,0.83,1.0,66,6,19.9,0.09
TR00199,2023-07-03 07:37:00,7,0,7,0,0,1,2.3,Little Havana,South Beach,cloudy,1,0.96,1.0,76,27,19.91,0.35
TR00200,2023-05-16 01:08:00,1,1,5,0,1,0,2.3,Aventura,Brickell,sunny,0,0.64,1.0,51,100,30.74,1.92
TR00201,2023-02-02 15:28:00,15,3,2,0,0,0,5.47,Aventura,Doral,cloudy,1,0.76,1.0,60,18,22.1,0.3
TR00202,2023-08-20 16:14:00,16,6,8,1,0,0,11.62,Doral,South Beach,cloudy,1,0.56,1.0,44,98,37.79,2.18
TR00203,2023-12-04 16:19:00,16,0,12,0,0,0,3.56,Downtown,Midtown,sunny,0,0.76,1.5,60,59,24.63,0.97
TR00204,2023-12-18 03:31:00,3,0,12,0,1,0,3.63,Little Havana,Doral,sunny,0,0.64,1.0,51,23,19.24,0.44
TR00205,2023-02-03 04:17:00,4,4,2,0,1,0,42.62,Doral,Aventura,cloudy,1,0.65,1.0,52,96,73.76,1.81
TR00206,2023-06-16 12:38:00,12,4,6,0,0,0,8.11,Aventura,Coconut Grove,stormy,3,0.89,1.0,71,63,37.53,0.88
TR00207,2023-09-16 19:27:00,19,5,9,1,0,1,12.79,Brickell,Aventura,sunny,0,0.74,1.5,59,97,59.05,1.62
TR00208,2023-04-21 13:28:00,13,4,4,0,0,0,40.63,Midtown,Little Havana,rainy,2,0.81,1.0,64,110,94.4,1.69
TR00209,2023-08-21 12:26:00,12,0,8,0,0,0,2.59,Brickell,Little Havana,rainy,2,0.86,1.0,68,59,23.1,0.86
TR00210,2023-06-10 21:16:00,21,5,6,1,0,0,2.23,Little Havana,Wynwood,rainy,2,0.42,1.0,33,92,26.6,2.71
TR00211,2023-08-31 02:05:00,2,3,8,0,1,0,21.65,Brickell,Brickell,sunny,0,0.62,1.0,49,60,82.0,1.2
TR00212,2023-02-19 23:47:00,23,6,2,1,1,0,18.33,Wynwood,Aventura,rainy,2,0.89,1.0,71,12,85.41,0.17
TR00213,2023-10-28 17:35:00,17,5,10,1,0,1,5.63,Little Havana,Midtown,sunny,0,0.41,1.5,32,116,40.57,3.52
TR00214,2023-01-27 09:38:00,9,4,1,0,0,1,17.34,Brickell,Doral,rainy,2,0.55,1.0,44,69,66.9,1.53
TR00215,2023-04-19 04:42:00,4,2,4,0,1,0,7.09,Brickell,Little Havana,sunny,0,0.85,1.0,68,113,23.97,1.64
TR00216,2023-10-12 11:07:00,11,3,10,0,0,0,6.03,Midtown,Aventura,sunny,0,0.87,1.0,69,103,23.65,1.47
TR00217,2023-11-15 19:43:00,19,2,11,0,0,1,3.45,Coconut Grove,South Beach,cloudy,1,0.56,1.5,44,28,29.96,0.62
TR00218,2023-05-20 22:48:00,22,5,5,1,1,0,43.68,Little Havana,Little Havana,sunny,0,0.82,1.0,65,5,136.81,0.08
TR00219,2023-04-03 04:36:00,4,0,4,0,1,0,2.01,Brickell,Wynwood,sunny,0,0.4,1.0,32,99,16.92,3.0
TR00220,2023-11-21 00:05:00,0,1,11,0,1,0,18.91,Midtown,Downtown,sunny,0,0.88,1.0,70,48,63.65,0.68
TR00221,2023-03-22 11:19:00,11,2,3,0,0,0,12.08,Doral,Doral,cloudy,1,0.76,1.0,60,15,34.91,0.25
TR00222,2023-01-27 04:10:00,4,4,1,0,1,0,2.68,South Beach,Brickell,sunny,0,0.66,1.0,52,39,18.53,0.74
TR00223,2023-08-15 21:27:00,21,1,8,0,0,0,7.85,Downtown,Doral,sunny,0,0.61,1.0,48,61,25.99,1.24
TR00224,2023-08-01 08:13:00,8,1,8,0,0,1,5.51,Aventura,Brickell,sunny,0,0.8,1.0,64,49,27.92,0.75
TR00225,2023-08-09 03:18:00,3,2,8,0,1,0,6.1,Doral,Downtown,sunny,0,0.59,1.0,47,72,21.97,1.5
TR00226,2023-12-08 09:02:00,9,4,12,0,0,1,9.11,Coral Gables,Coconut Grove,sunny,0,0.74,1.5,59,32,43.23,0.53
TR00227,2023-03-12 08:18:00,8,6,3,1,0,1,10.62,Midtown,Wynwood,sunny,0,0.82,1.6,65,21,48.26,0.32
TR00228,2023-07-14 17:45:00,17,4,7,0,0,1,4.31,Coral Gables,Aventura,sunny,0,0.93,1.0,74,76,27.52,1.01
TR00229,2023-12-09 11:04:00,11,5,12,1,0,0,2.33,Downtown,Brickell,cloudy,1,0.51,1.0,40,115,22.21,2.8
TR00230,2023-06-10 18:27:00,18,5,6,1,0,1,5.35,Doral,Midtown,sunny,0,0.67,1.0,53,95,32.03,1.76
TR00231,2023-11-24 13:18:00,13,4,11,0,0,0,7.55,South Beach,Little Havana,sunny,0,0.62,1.6,49,26,36.28,0.52
TR00232,2023-11-13 14:53:00,14,0,11,0,0,0,4.8,Midtown,Brickell,rainy,2,0.89,1.0,71,36,24.17,0.5
TR00233,2023-08-12 18:25:00,18,5,8,1,0,1,9.09,Aventura,Brickell,rainy,2,0.74,1.0,59,55,45.28,0.92
TR00234,2023-06-08 23:21:00,23,3,6,0,1,0,15.04,Coral Gables,Little Havana,rainy,2,0.83,1.0,66,104,74.38,1.55
TR00235,2023-03-28 02:32:00,2,1,3,0,1,0,6.44,Coral Gables,Little Havana,rainy,2,0.71,1.0,56,49,49.66,0.86
TR00236,2023-11-27 04:15:00,4,0,11,0,1,0,23.67,Coconut Grove,Coral Gables,sunny,0,0.68,1.6,54,27,55.7,0.49
TR00237,2023-11-05 04:48:00,4,6,11,1,1,0,3.42,Downtown,Downtown,sunny,0,0.68,1.5,54,101,21.28,1.84
TR00238,2023-10-16 18:28:00,18,0,10,0,0,1,8.16,Doral,Little Havana,cloudy,1,0.55,1.0,44,115,35.7,2.56
TR00239,2023-11-18 10:09:00,10,5,11,1,0,0,6.45,Coconut Grove,Coconut Grove,sunny,0,0.9,1.0,72,80,27.98,1.1
TR00240,2023-01-29 11:32:00,11,6,1,1,0,0,3.33,Downtown,Downtown,cloudy,1,0.87,1.6,69,9,27.2,0.13
TR00241,2023-01-30 11:53:00,11,0,1,0,0,0,13.75,Brickell,Doral,cloudy,1,0.78,1.0,62,81,38.63,1.29
TR00242,2023-09-17 12:29:00,12,6,9,1,0,0,11.74,South Beach,Downtown,rainy,2,0.77,1.0,61,108,45.89,1.74
TR00243,2023-10-20 20:12:00,20,4,10,0,0,0,1.53,Wynwood,South Beach,cloudy,1,0.88,1.0,70,62,19.0,0.87
TR00244,2023-02-22 10:45:00,10,2,2,0,0,0,2.04,Wynwood,South Beach,cloudy,1,0.4,1.6,32,36,25.54,1.09
TR00245,2023-12-29 14:28:00,14,4,12,0,0,0,14.58,Coconut Grove,Midtown,sunny,0,0.54,1.0,43,57,41.11,1.3
TR00246,2023-06-23 21:38:00,21,4,6,0,0,0,11.34,South Beach,Little Havana,cloudy,1,0.85,1.0,68,13,34.55,0.19
TR00247,2023-06-18 03:35:00,3,6,6,1,1,0,6.05,Midtown,Coconut Grove,sunny,0,0.75,1.0,60,37,23.5,0.61
TR00248,2023-12-03 19:55:00,19,6,12,1,0,1,9.59,Wynwood,Little Havana,cloudy,1,0.86,1.6,68,44,49.97,0.64
TR00249,2023-12-02 22:42:00,22,5,12,1,1,0,3.13,Coconut Grove,Aventura,sunny,0,0.89,1.0,71,53,32.47,0.74
TR00250,2023-11-26 10:52:00,10,6,11,1,0,0,4.34,Aventura,Brickell,rainy,2,0.92,1.6,73,87,34.76,1.18
TR00251,2023-12-10 13:32:00,13,6,12,1,0,0,6.4,Coral Gables,Little Havana,sunny,0,0.65,1.0,52,103,30.11,1.94
TR00252,2023-09-06 06:14:00,6,2,9,0,0,0,6.09,Wynwood,Brickell,cloudy,1,0.6,1.0,48,42,26.21,0.86
TR00253,2023-02-21 16:49:00,16,1,2,0,0,0,26.6,Aventura,South Beach,sunny,0,0.92,1.0,73,89,54.09,1.2
TR00254,2023-06-22 19:08:00,19,3,6,0,0,1,20.44,Doral,Midtown,sunny,0,0.89,1.0,71,24,55.04,0.33
TR00255,2023-03-25 05:53:00,5,5,3,1,1,0,1.77,Wynwood,Downtown,sunny,0,0.64,1.0,51,10,15.84,0.19
TR00256,2023-07-30 11:43:00,11,6,7,1,0,0,4.91,Coral Gables,Downtown,rainy,2,0.66,1.0,52,83,31.48,1.57
TR00257,2023-05-26 23:50:00,23,4,5,0,1,0,12.0,Aventura,Coral Gables,stormy,3,0.86,1.0,68,44,70.12,0.64
TR00258,2023-08-29 06:23:00,6,1,8,0,0,0,6.49,Doral,Downtown,stormy,3,0.35,1.0,28,64,37.89,2.21
TR00259,2023-05-25 12:32:00,12,3,5,0,0,0,16.71,Wynwood,Coral Gables,cloudy,1,0.7,1.0,56,107,42.15,1.88
TR00260,2023-11-06 04:55:00,4,0,11,0,1,0,7.77,Little Havana,Aventura,sunny,0,0.54,1.0,43,18,25.22,0.41
TR00261,2023-12-31 16:54:00,16,6,12,1,0,0,5.75,Brickell,Wynwood,cloudy,1,0.65,2.5,52,39,46.12,0.74
TR00262,2023-08-19 16:09:00,16,5,8,1,0,0,13.84,Midtown,Brickell,sunny,0,0.8,1.0,64,33,39.19,0.51
TR00263,2023-08-19 11:59:00,11,5,8,1,0,0,7.36,South Beach,Midtown,sunny,0,0.62,1.0,49,11,32.51,0.22
TR00264,2023-07-22 16:23:00,16,5,7,1,0,0,20.69,Coral Gables,Midtown,sunny,0,0.61,1.0,48,15,57.97,0.31
TR00265,2023-07-11 07:01:00,7,1,7,0,0,1,5.33,Little Havana,Brickell,cloudy,1,0.47,1.0,37,112,29.83,2.95
TR00266,2023-11-29 10:50:00,10,2,11,0,0,0,5.53,South Beach,Coconut Grove,rainy,2,0.71,1.6,56,111,37.58,1.95
TR00267,2023-08-30 22:53:00,22,2,8,0,1,0,4.55,Wynwood,Downtown,rainy,2,0.63,1.0,50,62,40.41,1.22
TR00268,2023-11-12 00:57:00,0,6,11,1,1,0,19.45,Coconut Grove,Coral Gables,cloudy,1,0.38,1.6,30,111,100.96,3.58
TR00269,2023-03-18 17:46:00,17,5,3,1,0,1,18.62,Coconut Grove,Coral Gables,rainy,2,0.78,1.0,62,43,71.22,0.68
TR00270,2023-03-04 01:15:00,1,5,3,1,1,0,2.95,Downtown,Brickell,rainy,2,0.7,1.0,56,19,41.81,0.33
TR00271,2023-09-13 19:34:00,19,2,9,0,0,1,19.18,Aventura,Doral,sunny,0,0.55,1.5,44,35,70.33,0.78
TR00272,2023-03-15 09:27:00,9,2,3,0,0,1,4.52,Little Havana,Coral Gables,sunny,0,0.97,2.8,77,78,40.8,1.0
TR00273,2023-08-02 05:42:00,5,2,8,0,1,0,15.59,Brickell,Aventura,sunny,0,0.88,1.0,70,51,34.78,0.72
TR00274,2023-02-04 16:34:00,16,5,2,1,0,0,4.92,Aventura,Aventura,sunny,0,0.5,1.0,40,7,27.98,0.17
TR00275,2023-07-19 15:02:00,15,2,7,0,0,0,16.23,Midtown,Little Havana,sunny,0,0.72,1.0,57,37,42.22,0.64
TR00276,2023-01-09 11:50:00,11,0,1,0,0,0,2.08,Coral Gables,Brickell,sunny,0,0.51,1.6,40,103,25.26,2.51
TR00277,2023-10-25 23:48:00,23,2,10,0,1,0,9.74,Aventura,Little Havana,cloudy,1,0.47,1.5,37,109,59.35,2.87
TR00278,2023-11-26 05:53:00,5,6,11,1,1,0,23.78,Downtown,Wynwood,rainy,2,0.47,1.0,37,108,64.22,2.84
TR00279,2023-03-11 02:45:00,2,5,3,1,1,0,20.52,Coconut Grove,Coral Gables,cloudy,1,0.61,1.0,48,10,81.23,0.2
TR00280,2023-04-13 01:20:00,1,3,4,0,1,0,5.33,Aventura,Midtown,stormy,3,0.88,1.0,70,109,47.48,1.54
TR00281,2023-10-06 15:16:00,15,4,10,0,0,0,21.52,Coral Gables,Coconut Grove,sunny,0,0.57,1.6,45,50,69.53,1.09
TR00282,2023-01-25 20:21:00,20,2,1,0,0,0,4.14,Little Havana,Midtown,rainy,2,0.62,1.0,49,118,28.39,2.36
TR00283,2023-07-24 23:28:00,23,0,7,0,1,0,3.72,Midtown,Little Havana,sunny,0,0.56,1.0,44,28,33.65,0.62
TR00284,2023-09-12 22:31:00,22,1,9,0,1,0,1.89,Aventura,Coconut Grove,rainy,2,0.49,1.0,39,107,35.88,2.68
TR00285,2023-02-12 23:27:00,23,6,2,1,1,0,3.14,Doral,Wynwood,sunny,0,0.87,1.6,69,74,38.79,1.06
TR00286,2023-05-31 10:06:00,10,2,5,0,0,0,15.74,Coconut Grove,Coconut Grove,cloudy,1,0.59,2.2,47,62,61.87,1.29
TR00287,2023-11-05 22:27:00,22,6,11,1,1,0,8.28,Downtown,South Beach,sunny,0,0.65,1.0,52,98,48.29,1.85
TR00288,2023-06-30 19:27:00,19,4,6,0,0,1,6.19,Coconut Grove,South Beach,cloudy,1,0.52,1.0,41,14,32.04,0.33
TR00289,2023-12-10 20:25:00,20,6,12,1,0,0,7.25,South Beach,Wynwood,sunny,0,0.48,1.0,38,113,34.0,2.9
TR00290,2023-11-08 21:50:00,21,2,11,0,0,0,9.54,Coral Gables,Little Havana,sunny,0,0.87,1.5,69,51,37.45,0.73
TR00291,2023-07-16 18:02:00,18,6,7,1,0,1,29.97,Doral,Wynwood,sunny,0,0.59,1.0,47,91,84.56,1.9
TR00292,2023-08-19 11:23:00,11,5,8,1,0,0,3.36,Downtown,Brickell,sunny,0,0.82,1.0,65,78,20.01,1.18
TR00293,2023-03-12 16:23:00,16,6,3,1,0,0,22.98,Coral Gables,Brickell,sunny,0,0.87,1.0,69,8,59.72,0.11
TR00294,2023-04-06 15:33:00,15,3,4,0,0,0,7.16,Aventura,Brickell,rainy,2,0.83,1.0,66,38,29.44,0.57
TR00295,2023-05-14 22:28:00,22,6,5,1,1,0,5.73,Doral,Coconut Grove,rainy,2,0.59,1.0,47,93,49.47,1.94
TR00296,2023-09-09 06:07:00,6,5,9,1,0,0,10.78,Brickell,Downtown,sunny,0,0.96,1.5,76,27,42.72,0.35
TR00297,2023-08-16 02:51:00,2,2,8,0,1,0,5.84,Little Havana,Little Havana,cloudy,1,0.8,1.0,64,95,37.02,1.46
TR00298,2023-02-03 17:34:00,17,4,2,0,0,1,1.58,Coconut Grove,Wynwood,cloudy,1,0.36,1.0,28,96,23.07,3.31
TR00299,2023-12-30 22:40:00,22,5,12,1,1,0,2.53,Coral Gables,Wynwood,rainy,2,0.85,1.0,68,35,37.78,0.51
TR00300,2023-09-10 00:23:00,0,6,9,1,1,0,6.82,Little Havana,Downtown,cloudy,1,0.64,1.0,51,107,42.55,2.06
TR00301,2023-10-10 04:39:00,4,1,10,0,1,0,11.95,Midtown,Downtown,cloudy,1,0.66,1.5,52,72,34.39,1.36
TR00302,2023-07-30 13:52:00,13,6,7,1,0,0,13.95,Doral,Brickell,sunny,0,0.56,1.0,44,21,42.9,0.47
TR00303,2023-06-12 20:04:00,20,0,6,0,0,0,6.01,Downtown,Downtown,sunny,0,0.32,1.0,25,92,25.94,3.54
TR00304,2023-09-22 11:08:00,11,4,9,0,0,0,2.96,Aventura,Doral,sunny,0,0.87,1.0,69,28,19.82,0.4
TR00305,2023-03-08 13:32:00,13,2,3,0,0,0,1.71,Brickell,Aventura,cloudy,1,0.37,1.6,29,24,26.79,0.8
TR00306,2023-06-05 05:10:00,5,0,6,0,1,0,8.95,Little Havana,Coral Gables,sunny,0,0.61,1.0,48,49,25.86,1.0
TR00307,2023-09-23 09:54:00,9,5,9,1,0,1,2.71,Coral Gables,Aventura,sunny,0,0.81,1.5,64,40,29.93,0.62
TR00308,2023-03-06 20:19:00,20,0,3,0,0,0,1.69,Wynwood,Doral,cloudy,1,0.61,1.6,48,79,22.21,1.61
TR00309,2023-03-20 05:42:00,5,0,3,0,1,0,26.47,Little Havana,Doral,sunny,0,0.62,1.0,49,10,48.45,0.2
TR00310,2023-01-15 02:02:00,2,6,1,1,1,0,4.83,Doral,Coconut Grove,sunny,0,0.3,1.0,24,88,43.42,3.52
TR00311,2023-04-18 18:26:00,18,1,4,0,0,1,15.85,South Beach,Downtown,sunny,0,0.78,1.0,62,118,50.39,1.87
TR00312,2023-11-18 17:18:00,17,5,11,1,0,1,28.65,Coral Gables,Midtown,cloudy,1,0.83,1.0,66,43,84.91,0.64
TR00313,2023-08-21 02:44:00,2,0,8,0,1,0,9.37,South Beach,Wynwood,sunny,0,0.63,1.0,50,61,49.21,1.2
TR00314,2023-08-01 15:29:00,15,1,8,0,0,0,1.82,Coral Gables,Little Havana,sunny,0,0.55,1.0,44,82,20.57,1.82
TR00315,2023-03-15 10:55:00,10,2,3,0,0,0,17.82,Little Havana,Midtown,sunny,0,0.66,1.0,52,21,44.07,0.4
TR00316,2023-07-09 16:35:00,16,6,7,1,0,0,33.2,Brickell,Little Havana,sunny,0,0.91,1.0,72,35,78.76,0.48
TR00317,2023-08-27 03:17:00,3,6,8,1,1,0,3.32,Downtown,Coral Gables,cloudy,1,0.98,1.0,78,23,19.03,0.29
TR00318,2023-02-19 01:18:00,1,6,2,1,1,0,13.07,Doral,Midtown,cloudy,1,0.74,1.0,59,36,58.9,0.6
TR00319,2023-03-23 10:59:00,10,3,3,0,0,0,6.13,Wynwood,Downtown,rainy,2,0.57,1.0,45,70,32.78,1.52
TR00320,2023-08-28 15:56:00,15,0,8,0,0,0,11.76,Coconut Grove,Downtown,cloudy,1,0.86,1.0,68,7,31.37,0.1
TR00321,2023-02-16 12:32:00,12,3,2,0,0,0,4.11,Coral Gables,Coral Gables,sunny,0,0.54,1.0,43,79,24.8,1.8
TR00322,2023-06-30 01:03:00,1,4,6,0,1,0,2.73,Coconut Grove,Downtown,cloudy,1,0.63,1.0,50,81,30.36,1.59
TR00323,2023-12-01 21:30:00,21,4,12,0,0,0,9.11,Brickell,Midtown,sunny,0,0.66,1.6,52,22,40.01,0.42
TR00324,2023-05-16 23:23:00,23,1,5,0,1,0,2.44,Little Havana,South Beach,rainy,2,0.94,1.0,75,56,32.48,0.74
TR00325,2023-01-27 18:35:00,18,4,1,0,0,1,7.06,Aventura,Coconut Grove,cloudy,1,0.71,1.0,56,14,30.65,0.25
TR00326,2023-07-17 16:28:00,16,0,7,0,0,0,4.14,Aventura,Coconut Grove,rainy,2,0.52,1.0,41,110,26.97,2.62
TR00327,2023-11-16 21:39:00,21,3,11,0,0,0,6.68,Brickell,Midtown,sunny,0,0.74,1.6,59,52,33.4,0.87
TR00328,2023-06-23 17:23:00,17,4,6,0,0,1,19.06,Wynwood,Coral Gables,sunny,0,0.51,1.0,40,82,58.61,2.0
TR00329,2023-09-18 12:32:00,12,0,9,0,0,0,10.68,South Beach,Wynwood,sunny,0,0.73,1.5,58,96,40.38,1.63
TR00330,2023-06-20 15:33:00,15,1,6,0,0,0,13.45,Downtown,Wynwood,sunny,0,0.84,1.0,67,82,35.13,1.21
TR00331,2023-09-21 04:20:00,4,3,9,0,1,0,1.95,Little Havana,Wynwood,cloudy,1,0.67,1.0,53,55,14.71,1.02
TR00332,2023-11-12 23:53:00,23,6,11,1,1,0,2.36,Aventura,Aventura,sunny,0,0.87,1.0,69,67,30.76,0.96
TR00333,2023-12-29 18:19:00,18,4,12,0,0,1,19.3,Little Havana,Brickell,sunny,0,0.6,1.6,48,58,70.24,1.18
TR00334,2023-10-26 09:50:00,9,3,10,0,0,1,5.42,South Beach,Doral,cloudy,1,0.76,1.0,60,65,30.37,1.07
TR00335,2023-05-16 20:50:00,20,1,5,0,0,0,12.95,Doral,Doral,stormy,3,0.44,1.0,35,34,52.91,0.94
TR00336,2023-01-27 18:30:00,18,4,1,0,0,1,5.07,Doral,Midtown,stormy,3,0.92,1.0,73,23,34.73,0.31
TR00337,2023-12-15 07:02:00,7,4,12,0,0,1,5.18,Downtown,Little Havana,sunny,0,0.86,1.0,68,58,25.54,0.84
TR00338,2023-03-19 13:44:00,13,6,3,1,0,0,18.47,Doral,Downtown,sunny,0,0.97,1.0,77,116,47.04,1.49
TR00339,2023-02-01 22:08:00,22,2,2,0,1,0,9.94,Aventura,Little Havana,cloudy,1,0.94,1.0,75,89,44.21,1.17
TR00340,2023-09-02 16:24:00,16,5,9,1,0,0,4.21,Wynwood,Downtown,sunny,0,0.72,1.0,57,73,22.91,1.26
TR00341,2023-06-25 17:22:00,17,6,6,1,0,1,15.94,Coconut Grove,Doral,sunny,0,0.78,1.0,62,66,52.58,1.05
TR00342,2023-04-09 07:17:00,7,6,4,1,0,1,5.64,Coral Gables,Coconut Grove,sunny,0,0.37,1.0,29,103,35.25,3.43
TR00343,2023-05-28 22:13:00,22,6,5,1,1,0,7.36,Downtown,Little Havana,cloudy,1,0.89,1.0,71,66,42.21,0.92
TR00344,2023-06-28 17:59:00,17,2,6,0,0,1,3.97,Coconut Grove,Coconut Grove,sunny,0,0.74,1.0,59,20,27.05,0.33
TR00345,2023-10-21 21:34:00,21,5,10,1,0,0,5.22,Little Havana,Wynwood,sunny,0,0.94,1.0,75,42,25.04,0.55
TR00346,2023-01-22 09:45:00,9,6,1,1,0,1,6.4,Downtown,Coconut Grove,sunny,0,0.8,1.6,64,100,37.23,1.54
TR00347,2023-09-03 06:12:00,6,6,9,1,0,0,6.64,Coconut Grove,Aventura,sunny,0,0.77,1.0,61,94,27.21,1.52
TR00348,2023-05-20 04:06:00,4,5,5,1,1,0,2.71,Doral,Coral Gables,cloudy,1,0.85,1.0,68,36,17.77,0.52
TR00349,2023-01-26 21:57:00,21,3,1,0,0,0,9.58,Coral Gables,South Beach,sunny,0,0.46,1.0,36,17,34.51,0.46
TR00350,2023-07-31 10:45:00,10,0,7,0,0,0,19.17,Downtown,Brickell,cloudy,1,0.68,1.0,54,92,48.26,1.67
TR00351,2023-03-12 00:35:00,0,6,3,1,1,0,26.85,Downtown,Downtown,sunny,0,0.93,1.0,74,88,91.96,1.17
TR00352,2023-04-13 09:20:00,9,3,4,0,0,1,6.42,South Beach,Brickell,sunny,0,0.89,1.0,71,88,29.89,1.22
TR00353,2023-10-21 07:34:00,7,5,10,1,0,1,16.35,South Beach,Wynwood,stormy,3,0.72,1.0,57,58,78.89,1.0
TR00354,2023-04-01 01:53:00,1,5,4,1,1,0,3.9,Downtown,Wynwood,sunny,0,0.74,1.0,59,100,34.22,1.67
TR00355,2023-05-29 01:00:00,1,0,5,0,1,0,3.19,Doral,Brickell,cloudy,1,0.65,1.0,52,47,30.56,0.89
TR00356,2023-05-26 14:41:00,14,4,5,0,0,0,11.64,Downtown,Wynwood,sunny,0,0.78,1.0,62,113,33.66,1.79
TR00357,2023-09-16 14:17:00,14,5,9,1,0,0,13.31,Brickell,Little Havana,sunny,0,0.81,1.0,64,25,41.57,0.38
TR00358,2023-08-23 20:16:00,20,2,8,0,0,0,16.57,Wynwood,South Beach,cloudy,1,0.7,1.0,56,99,41.7,1.74
TR00359,2023-06-22 09:36:00,9,3,6,0,0,1,10.19,Coral Gables,Wynwood,sunny,0,0.87,1.0,69,83,35.95,1.19
TR00360,2023-11-24 12:52:00,12,4,11,0,0,0,21.55,Midtown,Brickell,stormy,3,0.34,1.0,27,28,73.59,1.0
TR00361,2023-03-13 15:20:00,15,0,3,0,0,0,10.05,Midtown,Coral Gables,sunny,0,0.95,1.6,76,62,36.54,0.81
TR00362,2023-05-17 10:19:00,10,2,5,0,0,0,1.79,Doral,South Beach,sunny,0,0.59,1.0,47,38,20.37,0.79
TR00363,2023-12-01 11:44:00,11,4,12,0,0,0,7.32,Wynwood,Midtown,cloudy,1,0.41,1.0,32,92,28.37,2.79
TR00364,2023-09-15 22:49:00,22,4,9,0,1,0,19.35,Brickell,Coconut Grove,sunny,0,0.5,1.0,40,52,77.16,1.27
TR00365,2023-11-11 07:14:00,7,5,11,1,0,1,4.72,Downtown,Doral,rainy,2,0.77,1.0,61,52,34.55,0.84
TR00366,2023-08-01 22:35:00,22,1,8,0,1,0,14.82,Downtown,Aventura,rainy,2,0.93,1.0,74,107,64.58,1.43
TR00367,2023-12-07 06:48:00,6,3,12,0,0,0,5.93,Brickell,Aventura,sunny,0,0.66,1.0,52,62,24.27,1.17
TR00368,2023-09-28 22:23:00,22,3,9,0,1,0,30.42,Doral,Brickell,sunny,0,0.81,1.5,64,12,113.11,0.18
TR00369,2023-10-08 16:12:00,16,6,10,1,0,0,12.34,Little Havana,Aventura,rainy,2,0.8,1.5,64,61,52.87,0.94
TR00370,2023-03-01 21:13:00,21,2,3,0,0,0,15.08,Aventura,Downtown,sunny,0,0.83,1.0,66,108,37.58,1.61
TR00371,2023-01-29 14:08:00,14,6,1,1,0,0,8.65,Downtown,Doral,cloudy,1,0.62,1.0,49,12,32.87,0.24
TR00372,2023-10-14 14:43:00,14,5,10,1,0,0,13.64,Midtown,Coconut Grove,cloudy,1,0.94,1.0,75,109,38.09,1.43
TR00373,2023-01-02 23:13:00,23,0,1,0,1,0,7.27,South Beach,Midtown,sunny,0,0.6,1.0,48,49,45.38,1.0
TR00374,2023-12-25 02:34:00,2,0,12,0,1,0,21.81,Downtown,South Beach,cloudy,1,0.73,1.5,58,41,89.2,0.69
TR00375,2023-07-29 05:49:00,5,5,7,1,1,0,4.77,Wynwood,Midtown,stormy,3,0.44,1.0,35,52,32.51,1.44
TR00376,2023-07-15 14:55:00,14,5,7,1,0,0,25.01,Midtown,Midtown,sunny,0,0.69,1.0,55,15,60.76,0.27
TR00377,2023-12-16 21:55:00,21,5,12,1,0,0,16.11,Wynwood,Aventura,sunny,0,0.74,1.0,59,55,45.17,0.92
TR00378,2023-09-28 04:46:00,4,3,9,0,1,0,11.26,South Beach,South Beach,rainy,2,0.77,1.0,61,43,36.68,0.69
TR00379,2023-08-26 21:46:00,21,5,8,1,0,0,3.08,Aventura,Midtown,rainy,2,0.89,1.0,71,73,24.97,1.01
TR00380,2023-07-14 07:15:00,7,4,7,0,0,1,2.87,Downtown,Little Havana,sunny,0,0.84,1.0,67,24,22.58,0.35
TR00381,2023-05-22 06:59:00,6,0,5,0,0,0,8.28,Brickell,South Beach,rainy,2,0.57,1.0,45,108,37.28,2.35
TR00382,2023-12-05 13:39:00,13,1,12,0,0,0,4.43,Coral Gables,Brickell,sunny,0,0.37,1.5,29,17,30.43,0.57
TR00383,2023-11-01 01:28:00,1,2,11,0,1,0,10.75,South Beach,Coral Gables,sunny,0,0.43,1.0,34,99,55.6,2.83
TR00384,2023-01-23 12:28:00,12,0,1,0,0,0,10.41,Coral Gables,South Beach,cloudy,1,0.89,1.0,71,22,31.9,0.31
TR00385,2023-09-15 09:14:00,9,4,9,0,0,1,6.03,Doral,Little Havana,stormy,3,0.86,1.0,68,78,38.48,1.13
